topic,keyword,short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Melody,"During this class, we will be investigating the basic question: “What is literature?” What does literature mean to you? How do we define literature? What is counted as literature and why? What does literature have to do with popular culture? Does literature have value in today’s society? How does literature fit into our modern lives? Is literature important anymore? Why do we need (or not need) literature? How should literature be approached in schools? How have different concepts/ideas been portrayed in literature throughout history? What is canonical literature?  Why does a lot of canonical literature reflect limited points of view? The idea of this course is to develop your writing skills in conjunction with topics related to literature that interests you. This semester we will be focusing our course on the importance of reading and writing (more largely education in general) and how we can use those tools to think and write critically about the things we read.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Melody,This module provides example inputs and outputs of the piano note detection algorithm using our implementation. It also discusses what our algorithm and implementation do well and what they do inadequately.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Melody,"""I am Brave!"" was developed under the USAID/LAC Reads Capacity Program, implemented in Jamaica by EduConnectJA, to support literacy for childhood development. The book, which was written and reviewed by Jamaican educators features the following:Colourful illustrations to help children understand the textTips to help children develop literacy skillsQuestions to aid comprehensionTips for teachers to improve the reading experiences of studentsTips for parents to support the development of their children’s literacy skills.""I am Brave!"" was written by Amorella Lamount and illustrated by Wayne Powell.""I am Brave!"" is a story of a little girl (Ann), who struggles to write a riddle about Nanny of the Maroons for Jamaica Day. She is afraid that school bullies, Delroy and Lisa will laugh at her riddle. Granny encourages Ann to be brave just like Nanny. Ann says her riddle on Jamaica Day and triumphs over her bullies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Melody,"NOTE Feb 2022: THIS BOOK IS UNDERGOING BETA REVIEW, AND IS NOT FINALIZED. This primer on mechanical ventilation provides health care professionals with a comprehensive yet clear overview of the theory of ventilation, initial settings and titration, ventilation modes, and effective decision-making based on Ideal Body Weight, safe tidal volume ranges, and arterial blood gases. Using straightforward language and everyday object lessons, this book aims to make the basics of ventilation more accessible to non-specialist healthcare professionals. By the end of this book, learners will understand how ventilation works from initial patient assessment to weaning.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Melody,"This work, “Bobby’s Lost Toy"", is a derivative of “The Lost Toy"" authored by  Sam Beckbessinger, illustrated by Amy Slatem, used under  CC­-BY­-4.0. The text for the adapted story “Bobby’s Lost Toy” was written by a team of educators during a short course on “Application of Open Educational Resources” in May 2022. The course was developed and delivered by the USAID LAC Reads Capacity Program and hosted by the University of the West Indies, Jamaica.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Melody,"This is a simple lesson plan to teach the basic accounting equation.  In this lesson, students will see a video and have a lecture on the equation and its components.  They will have a chance to practice what they have learned (homework) and will be assessed on what they learned at the end (quiz).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Melody,"English 101 is an introductory composition course, designed to improve your skills in expository and persuasive writing; the writing you will be doing in other courses in college and in many jobs. Sometimes this kind of writing is called transactional writing because it’s used to transact something—inform and (often) persuade a reasonably well-educated audience; conduct business; and evaluate, review, or explain a complex process, procedure, or event. The idea of this course is to develop your writing skills in conjunction with topics that interest you. This course focuses on the importance of reading and writing (more largely education in general) and how we can use those tools to help within our communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Melody,Students create arrangements of a melody and listen to recordings contrasting in style and genre.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Melody,"This resource was created by Denise Stevenson, in collaboration with Lynn Bowder, as part of ESU2's Mastering the Arts project. This project is a four year initiative focused on integrating arts into the core curriculum through teacher education and experiential learning.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,dysfunction,"Overview:  This lesson is an exploration of dysfunctional team dynamics, and healthy traits of teams who overcome those negative influences.  Over five standard class periods, students will review dysfunctions of a team, watch 45 minutes of the movie Miracle, review healthy functions of a team, watch the remainder of the movie, answer discussion questions, and write a summative essay. By Patrick Lencioni",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,dysfunction,"(This case study was added to OER Commons as one of a batch of over 700. It has relevant information which may include medical imagery, lab results, and history where relevant. A link to the final diagnosis can be found at the end of the case study for review. The first paragraph of the case study -- typically, but not always the clinical presentation -- is provided below.)A 27-year-old woman was admitted to hospital with a 5-months history of difficulty in swallowing, hoarseness and increasing headaches since the last gestation trimester of her second pregnancy. Concerning her previous history, she reported that the same symptoms had occurred during the first gestation and had fully resolved after delivery. On neurological examination, a facial paresis and deafness were present on the right side. The patient also presented a significant dysfunction of the right IX, X and XI cranial nerves.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,dysfunction,"In this project, you will explore a real-world problem, and then work through a series of steps to analyze that problem, research ways the problem could be solved, then propose a possible solution to that problem. Often, there are no specific right or wrong solutions, but sometimes one particular solution may be better than others. The key is making sure you fully understand the problem, have researched some possible solutions, and have proposed the solution that you can support with information / evidence.Begin by reading the problem statement in Step 1. Take the time to review all the information provided in the statement, including exploring the websites, videos and / or articles that are linked. Then work on steps 2 through 8 to complete this problem-based learning experience.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,dysfunction,"(This case study was added to OER Commons as one of a batch of over 700. It has relevant information which may include medical imagery, lab results, and history where relevant. A link to the final diagnosis can be found at the end of the case study for review. The first paragraph of the case study -- typically, but not always the clinical presentation -- is provided below.)A man in his late 30's with a medical history of HIV, hypertension and chronic kidney disease presented with acute kidney Injury and positivity for COVID-19 infection. He was on anti-HIV medication (cobicistat-darunavir).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,dysfunction,"By the end of this section, you will be able to:Understand the problems inherent in defining the concept of psychological disorderDescribe what is meant by harmful dysfunctionIdentify the formal criteria that thoughts, feelings, and behaviors must meet to be considered abnormal and, thus, symptomatic of a psychological disorder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,dysfunction,"Explain what sociological theories are and how they are usedUnderstand the similarities and differences between structural functionalism, conflict theory, and symbolic interactionism",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,dysfunction,"Gene insertion of opsin, light-activated cell-membrane channels, into neurons of interest allows researchers to manipulate light to either excite or inhibit neuronal activity to gain a better understanding of brain function and dysfunction, and explore therapeutic applications.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,dysfunction,"(This case study was added to OER Commons as one of a batch of over 700. It has relevant information which may include medical imagery, lab results, and history where relevant. A link to the final diagnosis can be found at the end of the case study for review. The first paragraph of the case study -- typically, but not always the clinical presentation -- is provided below.)A 79-year-old man presented with a two month history of worsening back pain, urinary dysfunction and bilateral leg weakness. His past medical history included a childhood diagnosis of a metabolic disorder, which over the course of his life had manifested with hepatosplenomegaly, bone pain and osteoporosis. Seven years ago he was also diagnosed with prostatic carcinoma that had been managed conservatively. More recently he developed cognitive dysfunction and Parkinsonism and was awaiting neurocognitive assessment.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,dysfunction,"People with autism spectrum disorder (ASD) suffer from a profound social disability. Social neuroscience is the study of the parts of the brain that support social interactions or the “social brain.” This module provides an overview of ASD and focuses on understanding how social brain dysfunction leads to ASD. Our increasing understanding of the social brain and its dysfunction in ASD will allow us to better identify the genes that cause ASD and will help us to create and pick out treatments to better match individuals. Because social brain systems emerge in infancy, social neuroscience can help us to figure out how to diagnose ASD even before the symptoms of ASD are clearly present. This is a hopeful time because social brain systems remain malleable well into adulthood and thus open to creative new interventions that are informed by state-of-the-art science.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,dysfunction,Human anatomy is one of the foundational disciplines in the training of health care professionals. Knowledge of human structure at both the macroscopic and microscopic levels serves as a framework for the study of normal function and dysfunction. This workbook presents a series of questions related to a particular area of anatomy. Answers to those questions are included at the end of the book. This approach to self-assessment in basic human anatomy will be helpful to students in preparing for clinical-based learning activities as well as for other types of knowledge assessment and evaluation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,dysfunction,"This six-part curriculum introduces working with children with disabilities and is based on a model that sees disability as an issue of diversity rather than of dysfunction and medicine. It may be used in part, but use in whole is strongly recommended. The modules address the competencies involving cultural skills and knowledge and impact competencies regarding child welfare skills and knowledge about child abuse. They cover: quantifying the number of persons with disabilities in the United States and California, having participants understand their own values and attitudes regarding children with disabilities, physical and sexual abuse affecting children with disabilities, families with children with disabilities, a generic model of practice that includes children with disabilities and their families, and a resource directory. (189 pages)Salsgiver, R. O. (2000).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,dysfunction,"(This case study was added to OER Commons as one of a batch of over 700. It has relevant information which may include medical imagery, lab results, and history where relevant. A link to the final diagnosis can be found at the end of the case study for review. The first paragraph of the case study -- typically, but not always the clinical presentation -- is provided below.)The patient is a 65-year-old female who presented to her primary care physician for routine annual examination. At that time, a large pelvic mass was palpated. The patient reported that her pants were fitting tighter but she was otherwise asymptomatic. She denied nausea, vomiting, early satiety, bowel or bladder dysfunction and gynecological symptoms.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,dysfunction,"Computer programs can become long, unwieldy and confusing without special mechanisms for managing complexity. This lesson will show you how to reuse parts of your code by writing Functions and break your programs into Modules, in order to keep everything concise and easier to debug. Being able to remove a single dysfunctional module can save time and effort.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,dysfunction,"(This case study was added to OER Commons as one of a batch of over 700. It has relevant information which may include medical imagery, lab results, and history where relevant. A link to the final diagnosis can be found at the end of the case study for review. The first paragraph of the case study -- typically, but not always the clinical presentation -- is provided below.)The patient is a 68 year old Caucasian male with COPD and left heart dysfunction who presented with a longstanding history of urinary urgency, frequency, and nocturia. He was diagnosed with high grade bladder outlet obstruction, but had a negative cystoscopic examination. Laboratory evaluation was remarkable for a prostate-specific antigen (PSA) of greater than 40 ng/mL, an increase from 32 ng/mL a year previously.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
